ts,cash,margin_used,unrealized_pnl,equity,open_positions
2026-09-14T04:15:00+00:00,10000,0,0,10000,0
2026-09-14T04:30:00+00:00,6152.639388,3843.517095,3.147270845,9999.303754,1
2026-09-14T04:45:00+00:00,6152.639388,3843.517095,5.512369708,10001.66885,1
2026-09-14T05:00:00+00:00,6152.639388,3843.517095,2.471528312,9998.628011,1
2026-09-14T05:15:00+00:00,6152.639388,3843.517095,-4.623768278,9991.532715,1
2026-09-14T05:30:00+00:00,6152.639388,3843.517095,0.4443007151,9996.600784,1
2026-09-14T05:45:00+00:00,0,9989.962939,22.43508128,10012.39802,2
2026-09-14T06:00:00+00:00,0,9989.962939,45.77077715,10035.73372,2
2026-09-14T06:15:00+00:00,0,9989.962939,27.68600774,10017.64895,2
2026-09-14T06:30:00+00:00,0,9989.962939,44.41929209,10034.38223,2
2026-09-14T06:45:00+00:00,0,9989.962939,24.76707132,10014.73001,2
2026-09-14T07:00:00+00:00,0,9989.962939,25.10494258,10015.06788,2
2026-09-14T07:15:00+00:00,0,9989.962939,15.79956093,10005.7625,2
2026-09-14T07:30:00+00:00,0,9989.962939,34.16124912,10024.12419,2
2026-09-14T07:45:00+00:00,0,9989.962939,27.43693262,10017.39987,2
2026-09-14T08:00:00+00:00,-0.2201306014,9989.962939,12.97468582,10002.71749,2
2026-09-14T08:15:00+00:00,-0.2201306014,9989.962939,10.08885823,9999.831667,2
2026-09-14T08:30:00+00:00,-0.2201306014,9989.962939,10.76460076,10000.50741,2
2026-09-14T08:45:00+00:00,0,9982.244257,-7.729926788,9974.51433,2
2026-09-14T09:00:00+00:00,0,9982.244257,-30.01343139,9952.230826,2
2026-09-14T09:15:00+00:00,0,9982.244257,-26.8639082,9955.380349,2
2026-09-14T09:30:00+00:00,0,9982.244257,-15.71211133,9966.532146,2
2026-09-14T09:45:00+00:00,0,9982.244257,24.96867966,10007.21294,2
2026-09-14T10:00:00+00:00,1292.163925,8699.320262,7.00811446,9998.492301,2
2026-09-14T10:15:00+00:00,1292.163925,8699.320262,0.04241693178,9991.526604,2
2026-09-14T10:30:00+00:00,1292.163925,8699.320262,1.674060094,9993.158247,2
2026-09-14T10:45:00+00:00,1292.163925,8699.320262,-4.359126127,9987.12506,2
2026-09-14T11:00:00+00:00,1292.163925,8699.320262,-5.172560999,9986.311626,2
2026-09-14T11:15:00+00:00,1292.163925,8699.320262,-2.636040553,9988.848146,2
2026-09-14T11:30:00+00:00,1292.163925,8699.320262,-29.32439956,9962.159787,2
2026-09-14T11:45:00+00:00,1292.163925,8699.320262,-56.33280702,9935.15138,2
2026-09-14T12:00:00+00:00,1292.163925,8699.320262,-56.67571606,9934.808471,2
2026-09-14T12:15:00+00:00,0,9986.542425,-89.24659195,9897.295834,3
2026-09-14T12:30:00+00:00,0,9986.542425,-59.97319347,9926.569232,3
2026-09-14T12:45:00+00:00,0,9986.542425,-46.68349403,9939.858931,3
2026-09-14T13:00:00+00:00,3793.102799,6150.744013,-8.086695667,9935.760115,2
2026-09-14T13:15:00+00:00,3793.102799,6150.744013,-34.51610741,9909.330704,2
2026-09-14T13:30:00+00:00,3793.102799,6150.744013,-56.74542698,9887.101384,2
2026-09-14T13:45:00+00:00,0,9936.362391,-21.83058234,9914.531809,3
2026-09-14T14:00:00+00:00,0,9936.362391,-105.8265979,9830.535793,3
2026-09-14T14:15:00+00:00,4787.211167,5072.840542,-11.52201946,9848.52969,2
2026-09-14T14:30:00+00:00,4787.211167,5072.840542,-0.6651173935,9859.386592,2
